Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MaritalStatus,Over18,StandardHours,EmployeeCount
47,No,Travel_Rarely,108,Research & Development,4,2,Medical,1144,1,Female,3,5,Manager,2,5010.0,0,No,20,3,3,0,38,1,3,6,10,9,10,Married,Y,80,1
53,No,Travel_Rarely,913,Research & Development,25,4,Other,1145,1,Female,4,2,Sales Executive,1,2080.0,3,No,12,3,4,0,35,6,2,1,5,0,12,Married,Y,80,1
51,No,Travel_Frequently,382,Research & Development,2,4,Human Resources,1146,1,Female,2,2,Sales Executive,3,2450.0,2,No,11,3,4,1,33,6,3,8,12,10,2,Single,Y,80,1
52,Yes,Travel_Rarely,1247,Human Resources,21,1,Life Sciences,1147,1,Male,2,4,Healthcare Representative,1,3630.0,5,Yes,24,3,3,0,34,0,3,2,6,6,10,Married,Y,80,1
45,No,Non-Travel,1081,Research & Development,26,5,Marketing,1148,3,Male,2,5,Research Scientist,4,3000.0,0,No,25,3,2,0,27,2,1,2,7,11,4,Single,Y,80,1
32,No,Travel_Rarely,1442,Research & Development,7,3,Technical Degree,1149,4,Female,1,4,Research Scientist,2,1090.0,0,No,17,3,4,3,37,0,3,1,14,6,17,Divorced,Y,80,1
36,No,Travel_Rarely,866,Research & Development,15,3,Marketing,1150,1,Female,3,4,Manager,1,1310.0,2,No,24,3,3,2,28,5,4,2,4,0,17,Single,Y,80,1
49,No,Non-Travel,265,Research & Development,10,5,Human Resources,1151,1,Female,4,2,Research Director,4,5630.0,7,No,21,3,4,2,31,1,2,10,1,10,11,Divorced,Y,80,1
41,No,Travel_Frequently,1183,Human Resources,26,4,Medical,1152,4,Male,1,4,Manufacturing Director,4,2510.0,1,Yes,11,4,1,3,23,2,2,4,3,13,14,Married,Y,80,1
43,No,Travel_Frequently,1321,Sales,20,4,Life Sciences,1153,3,Male,3,2,Manager,2,6650.0,8,No,12,3,3,3,25,6,2,16,7,14,11,Married,Y,80,1
56,No,Travel_Rarely,1423,Research & Development,23,4,Human Resources,1154,4,Male,2,2,Sales Executive,3,2060.0,3,No,16,3,2,0,38,4,3,8,6,8,4,Married,Y,80,1
33,No,Travel_Rarely,1175,Research & Development,27,5,Life Sciences,1155,1,Male,4,4,Manager,3,1310.0,2,No,18,3,2,2,15,0,2,0,9,3,1,Married,Y,80,1
50,No,Travel_Rarely,1170,Human Resources,13,5,Other,1156,1,Male,2,3,Sales Executive,4,2660.0,4,Yes,20,3,4,3,32,2,1,2,5,8,9,Married,Y,80,1
19,Yes,Travel_Rarely,1395,Research & Development,1,4,Life Sciences,1157,2,Male,4,1,Research Scientist,4,2680.0,2,No,18,3,4,1,2,0,2,19,9,13,10,Single,Y,80,1
33,No,Travel_Frequently,1157,Research & Development,24,5,Medical,1158,4,Female,4,4,Research Director,3,1670.0,7,No,18,3,3,1,26,2,2,7,14,9,3,Divorced,Y,80,1
46,No,Travel_Rarely,325,Sales,10,4,Other,1159,1,Male,1,1,Manufacturing Director,2,6590.0,0,No,17,3,4,2,28,1,3,14,5,12,5,Single,Y,80,1
44,No,Travel_Rarely,1002,Research & Development,4,5,Technical Degree,1160,1,Male,3,2,Sales Representative,3,2760.0,3,No,12,3,3,3,26,3,2,12,3,11,16,Married,Y,80,1
30,No,Travel_Rarely,1324,Research & Development,3,5,Medical,1161,4,Male,3,1,Manufacturing Director,3,3680.0,6,No,24,4,1,2,12,5,1,2,7,8,16,Single,Y,80,1
19,No,Travel_Rarely,856,Human Resources,3,2,Other,1162,1,Male,3,3,Sales Executive,2,5530.0,5,No,13,4,1,2,31,0,3,5,4,0,3,Married,Y,80,1
50,No,Travel_Rarely,668,Research & Development,10,5,Medical,1163,3,Female,1,3,Manufacturing Director,4,4630.0,7,No,21,3,4,2,32,2,3,17,11,14,11,Married,Y,80,1
54,No,Non-Travel,226,Sales,28,2,Other,1164,4,Female,1,1,Sales Representative,2,2310.0,6,Yes,15,3,1,3,36,2,4,14,10,1,16,Divorced,Y,80,1
37,Yes,Travel_Frequently,1069,Human Resources,24,5,Human Resources,1165,1,Male,1,2,Manufacturing Director,1,5160.0,1,No,22,3,1,2,19,6,3,20,13,14,7,Single,Y,80,1
28,Yes,Travel_Frequently,1301,Research & Development,15,3,Medical,1166,1,Male,4,5,Manufacturing Director,1,5880.0,9,No,25,3,3,0,10,2,4,3,15,0,0,Single,Y,80,1
20,Yes,Travel_Rarely,267,Research & Development,13,5,Other,1167,2,Male,2,1,Healthcare Representative,4,2880.0,3,No,14,4,2,0,18,1,2,3,15,13,15,Divorced,Y,80,1
23,Yes,Travel_Rarely,256,Human Resources,15,3,Life Sciences,1168,4,Male,1,4,Manufacturing Director,2,2490.0,4,Yes,12,3,4,3,20,3,2,16,0,8,11,Single,Y,80,1
53,No,Travel_Frequently,497,Research & Development,27,5,Marketing,1169,2,Male,3,3,Manager,4,4060.0,5,No,22,3,2,2,35,0,4,15,6,5,9,Single,Y,80,1
42,No,Travel_Rarely,544,Human Resources,14,2,Medical,1170,4,Female,3,4,Research Director,4,2130.0,0,No,22,3,3,2,25,2,3,20,6,5,16,Married,Y,80,1
37,No,Travel_Frequently,649,Research & Development,19,5,Other,1171,1,Female,3,2,Laboratory Technician,3,1740.0,2,No,16,3,3,1,19,5,1,10,3,9,4,Single,Y,80,1
38,No,Non-Travel,107,Sales,2,1,Technical Degree,1172,1,Male,1,5,Sales Executive,2,5060.0,7,No,19,3,2,3,20,6,1,6,2,15,17,Single,Y,80,1
53,Yes,Travel_Rarely,685,Human Resources,24,1,Life Sciences,1173,2,Male,1,2,Sales Representative,3,3440.0,8,No,13,3,4,2,35,0,1,10,1,7,5,Divorced,Y,80,1
26,No,Travel_Frequently,256,Research & Development,7,1,Life Sciences,1174,3,Female,2,5,Manufacturing Director,4,1770.0,0,No,22,3,4,2,30,0,2,10,2,2,17,Single,Y,80,1
45,No,Travel_Rarely,1078,Research & Development,12,3,Marketing,1175,3,Female,3,3,Research Director,3,3840.0,1,No,19,3,2,3,29,2,4,6,0,6,10,Married,Y,80,1
35,No,Travel_Rarely,609,Research & Development,28,3,Medical,1176,1,Female,3,4,Healthcare Representative,3,3090.0,2,No,17,4,3,3,19,4,3,19,12,12,14,Married,Y,80,1
27,No,Travel_Rarely,791,Research & Development,28,4,Life Sciences,1177,3,Female,3,3,Sales Executive,1,2240.0,9,No,15,4,3,2,15,3,4,19,1,1,9,Divorced,Y,80,1
18,No,Travel_Frequently,1369,Sales,20,2,Technical Degree,1178,1,Male,1,2,Manager,2,3020.0,1,No,15,3,2,1,25,2,3,1,10,9,14,Married,Y,80,1
21,Yes,Travel_Rarely,788,Sales,22,5,Life Sciences,1179,2,Male,2,1,Sales Representative,4,6140.0,3,Yes,18,3,1,1,3,6,2,8,12,9,12,Married,Y,80,1
43,No,Travel_Rarely,885,Human Resources,26,1,Human Resources,1180,3,Female,2,5,Sales Representative,4,1750.0,2,No,23,3,1,3,26,1,2,4,10,10,13,Married,Y,80,1
28,No,Travel_Frequently,1154,Research & Development,24,3,Marketing,1181,2,Female,2,1,Research Director,4,2360.0,0,No,23,3,1,2,37,0,1,4,4,12,13,Single,Y,80,1
40,No,Travel_Frequently,847,Research & Development,24,5,Life Sciences,1182,1,Female,4,3,Sales Representative,3,7030.0,6,No,24,3,2,1,36,0,2,12,10,4,5,Married,Y,80,1
21,No,Travel_Rarely,159,Human Resources,2,5,Marketing,1183,1,Male,3,5,Sales Representative,2,5290.0,7,Yes,22,3,2,3,4,6,2,3,10,0,1,Married,Y,80,1
19,Yes,Travel_Frequently,1009,Human Resources,3,2,Human Resources,1184,2,Female,1,2,Sales Executive,4,3760.0,1,Yes,18,3,3,3,27,0,3,0,9,9,16,Single,Y,80,1
18,No,Travel_Rarely,400,Research & Development,16,3,Life Sciences,1185,2,Male,2,2,Research Scientist,1,4120.0,2,No,13,3,4,1,10,1,4,15,9,6,0,Single,Y,80,1
26,No,Travel_Rarely,187,Research & Development,8,1,Other,1186,4,Female,4,4,Healthcare Representative,2,5550.0,6,No,25,3,4,0,21,2,1,4,14,2,15,Divorced,Y,80,1
26,No,Travel_Rarely,289,Human Resources,27,4,Technical Degree,1187,3,Male,3,2,Sales Representative,2,3070.0,6,No,24,3,4,0,12,5,4,6,5,13,6,Single,Y,80,1
37,No,Travel_Rarely,832,Sales,16,1,Life Sciences,1188,3,Female,1,3,Sales Executive,4,2610.0,5,No,12,3,3,0,19,3,3,19,15,7,16,Single,Y,80,1
30,No,Travel_Rarely,1093,Research & Development,29,5,Life Sciences,1189,2,Male,2,4,Human Resources,3,2450.0,4,No,18,4,3,1,18,2,4,10,9,2,12,Single,Y,80,1
59,Yes,Travel_Frequently,936,Research & Development,9,3,Technical Degree,1190,4,Female,3,4,Human Resources,1,2410.0,1,Yes,16,3,2,1,41,4,3,11,2,6,2,Single,Y,80,1
42,No,Travel_Frequently,170,Research & Development,19,1,Other,1191,4,Male,2,3,Sales Executive,1,5910.0,5,Yes,24,3,2,2,24,1,3,18,1,14,11,Divorced,Y,80,1
27,No,Travel_Frequently,1238,Research & Development,18,4,Medical,1192,2,Female,2,3,Human Resources,4,4830.0,4,No,12,3,3,3,27,6,4,15,10,2,8,Married,Y,80,1
34,Yes,Travel_Rarely,466,Research & Development,21,2,Other,1193,2,Male,1,2,Manager,4,3290.0,9,No,25,3,1,2,16,3,3,15,15,7,9,Single,Y,80,1
22,No,Travel_Rarely,564,Sales,3,3,Human Resources,1194,1,Male,2,2,Manufacturing Director,1,5250.0,5,No,12,4,4,3,40,3,3,1,8,9,3,Single,Y,80,1
30,No,Travel_Rarely,994,Research & Development,24,1,Medical,1195,2,Male,4,5,Research Director,4,1500.0,5,No,11,4,3,1,39,4,4,15,6,3,13,Married,Y,80,1
44,Yes,Travel_Rarely,740,Sales,29,5,Technical Degree,1196,4,Female,1,4,Manufacturing Director,4,1540.0,6,Yes,11,4,1,0,26,4,1,17,10,3,11,Married,Y,80,1
30,No,Travel_Frequently,1027,Sales,22,5,Human Resources,1197,2,Female,2,2,Research Scientist,4,4330.0,7,Yes,15,3,3,2,25,1,3,5,15,15,0,Married,Y,80,1
50,Yes,Travel_Rarely,806,Research & Development,26,3,Other,1198,3,Male,2,4,Manufacturing Director,4,1050.0,8,Yes,19,3,1,1,32,2,2,15,10,14,14,Married,Y,80,1
54,No,Travel_Rarely,227,Research & Development,28,2,Marketing,1199,4,Male,4,4,Manufacturing Director,2,1760.0,7,No,22,3,4,2,36,0,1,10,2,13,7,Divorced,Y,80,1
53,No,Travel_Rarely,1471,Sales,21,3,Life Sciences,1200,3,Male,1,1,Research Director,4,4440.0,3,No,16,3,4,2,35,0,3,10,6,9,3,Divorced,Y,80,1
39,Yes,Travel_Rarely,334,Research & Development,4,4,Life Sciences,1201,3,Female,1,5,Human Resources,4,6270.0,6,Yes,25,3,2,0,29,3,4,4,5,5,13,Single,Y,80,1
29,No,Travel_Rarely,794,Sales,15,1,Marketing,1202,2,Male,3,1,Healthcare Representative,1,2700.0,4,No,16,3,1,1,11,4,4,16,4,0,7,Single,Y,80,1
36,No,Travel_Frequently,498,Research & Development,1,2,Other,1203,4,Female,2,5,Human Resources,3,3500.0,1,Yes,18,3,3,3,35,6,4,9,9,5,7,Single,Y,80,1
39,No,Travel_Rarely,650,Sales,27,2,Medical,1204,2,Male,2,1,Manufacturing Director,1,6130.0,8,Yes,13,3,3,2,21,6,4,1,15,6,4,Divorced,Y,80,1
23,No,Travel_Rarely,633,Research & Development,18,3,Technical Degree,1205,2,Male,3,1,Manager,1,4280.0,9,No,13,3,1,0,14,3,2,20,14,6,4,Married,Y,80,1
42,Yes,Travel_Rarely,1312,Research & Development,5,5,Marketing,1206,2,Male,4,4,Sales Executive,3,3210.0,2,Yes,19,3,4,2,24,1,3,9,14,8,11,Single,Y,80,1
21,No,Travel_Rarely,789,Research & Development,20,2,Marketing,1207,2,Female,1,4,Manufacturing Director,4,2330.0,6,No,23,3,2,0,15,5,4,13,14,5,1,Married,Y,80,1
42,Yes,Travel_Frequently,831,Research & Development,16,1,Medical,1208,2,Female,4,1,Manager,4,1400.0,1,No,18,3,3,1,24,6,2,10,10,0,17,Married,Y,80,1
36,No,Travel_Rarely,373,Human Resources,2,4,Other,1209,2,Female,4,3,Manufacturing Director,1,4420.0,8,No,18,3,4,2,18,3,3,1,3,2,12,Divorced,Y,80,1
27,Yes,Travel_Rarely,928,Sales,5,1,Human Resources,1210,3,Male,3,1,Manager,4,2920.0,2,No,25,3,4,0,35,6,4,20,5,2,13,Married,Y,80,1
42,No,Travel_Frequently,878,Research & Development,20,2,Human Resources,1211,2,Female,4,5,Healthcare Representative,1,3290.0,1,No,13,4,3,0,24,2,1,17,9,4,1,Married,Y,80,1
35,No,Travel_Rarely,778,Human Resources,17,4,Life Sciences,1212,4,Female,4,3,Manufacturing Director,2,3280.0,2,Yes,20,3,2,1,17,2,4,14,9,2,16,Single,Y,80,1
27,No,Travel_Rarely,549,Research & Development,20,5,Life Sciences,1213,3,Female,4,3,Manufacturing Director,1,1680.0,2,Yes,16,3,3,3,37,0,2,8,1,10,3,Single,Y,80,1
20,No,Travel_Rarely,784,Research & Development,6,3,Life Sciences,1214,1,Female,1,1,Manufacturing Director,3,1690.0,7,No,22,3,4,2,12,1,1,1,9,10,13,Single,Y,80,1
54,No,Travel_Rarely,1414,Research & Development,17,3,Life Sciences,1215,3,Female,3,5,Research Director,4,2220.0,5,Yes,11,3,4,2,36,4,4,11,7,8,11,Married,Y,80,1
60,Yes,Non-Travel,714,Human Resources,12,4,Life Sciences,1216,3,Male,1,5,Research Director,3,5170.0,8,No,24,3,4,2,42,0,4,5,13,3,7,Single,Y,80,1
20,Yes,Travel_Rarely,1346,Research & Development,20,3,Marketing,1217,3,Male,2,2,Sales Executive,3,2030.0,7,Yes,16,3,2,3,36,3,4,1,15,8,17,Single,Y,80,1
51,Yes,Travel_Rarely,1154,Research & Development,11,1,Medical,1218,1,Female,2,1,Sales Representative,2,4000.0,3,No,11,3,3,2,33,3,1,3,4,12,10,Married,Y,80,1
24,No,Travel_Frequently,557,Human Resources,24,4,Life Sciences,1219,3,Male,1,2,Manufacturing Director,2,1370.0,2,No,19,4,4,3,15,2,3,17,7,1,13,Divorced,Y,80,1
42,No,Travel_Rarely,1359,Research & Development,18,4,Other,1220,2,Female,1,5,Manufacturing Director,1,2090.0,7,Yes,14,4,3,3,24,5,3,19,3,9,17,Divorced,Y,80,1
22,No,Travel_Rarely,1397,Research & Development,25,2,Life Sciences,1221,3,Male,3,1,Sales Executive,2,4010.0,0,No,14,3,1,1,28,3,4,11,15,4,16,Married,Y,80,1
47,No,Travel_Rarely,322,Research & Development,26,1,Medical,1222,1,Male,3,4,Research Director,3,2210.0,6,No,19,3,3,1,29,4,1,8,5,2,14,Single,Y,80,1
37,No,Travel_Rarely,1444,Research & Development,22,2,Medical,1223,2,Female,2,4,Sales Executive,4,4420.0,0,Yes,14,3,4,0,34,2,3,15,6,0,16,Divorced,Y,80,1
18,No,Travel_Rarely,1469,Research & Development,8,4,Human Resources,1224,2,Male,3,2,Research Director,4,4000.0,4,No,12,4,4,2,39,0,1,8,11,14,1,Married,Y,80,1
33,Yes,Travel_Frequently,788,Human Resources,15,1,Other,1225,4,Female,3,1,Healthcare Representative,1,1890.0,4,Yes,16,3,4,2,40,6,4,18,10,6,3,Married,Y,80,1
32,Yes,Travel_Rarely,675,Research & Development,11,4,Human Resources,1226,3,Male,3,3,Sales Executive,1,2650.0,5,Yes,13,3,2,3,36,4,3,0,6,13,7,Single,Y,80,1
46,No,Travel_Rarely,1386,Research & Development,28,5,Human Resources,1227,2,Female,2,4,Laboratory Technician,3,2110.0,8,Yes,15,3,4,3,28,2,3,5,3,15,0,Married,Y,80,1
42,No,Travel_Rarely,412,Research & Development,9,3,Human Resources,1228,4,Female,4,1,Laboratory Technician,3,3530.0,2,No,17,3,1,2,24,5,4,8,13,3,8,Married,Y,80,1
30,No,Travel_Rarely,1248,Sales,3,2,Other,1229,2,Female,3,4,Sales Executive,3,2470.0,0,No,22,3,4,1,31,6,3,19,11,4,12,Married,Y,80,1
32,No,Travel_Rarely,1463,Sales,11,5,Human Resources,1230,4,Male,2,1,Laboratory Technician,4,5240.0,6,No,20,3,4,1,23,2,3,11,5,13,0,Single,Y,80,1
50,No,Travel_Rarely,660,Research & Development,9,1,Marketing,1231,3,Female,4,1,Manager,4,3420.0,1,Yes,12,3,2,0,32,5,4,10,4,7,14,Married,Y,80,1
52,No,Travel_Frequently,120,Research & Development,6,4,Medical,1232,1,Female,4,2,Research Director,3,3010.0,9,Yes,19,3,4,0,34,3,3,16,6,7,9,Married,Y,80,1
23,Yes,Travel_Rarely,879,Research & Development,12,3,Other,1233,4,Male,3,5,Laboratory Technician,4,3210.0,1,No,15,3,4,2,38,5,3,17,7,8,5,Single,Y,80,1
50,No,Non-Travel,1072,Human Resources,24,1,Medical,1234,4,Male,2,5,Sales Representative,3,2980.0,5,No,13,3,1,1,32,5,2,7,6,8,2,Married,Y,80,1
48,No,Travel_Rarely,1326,Research & Development,23,1,Life Sciences,1235,2,Male,3,1,Research Scientist,4,1880.0,3,Yes,22,3,1,2,30,6,3,4,15,5,14,Married,Y,80,1
54,No,Travel_Rarely,817,Research & Development,1,1,Medical,1236,4,Female,1,1,Research Director,4,4800.0,1,Yes,22,4,4,3,36,0,3,5,8,8,9,Divorced,Y,80,1
20,No,Travel_Rarely,1369,Research & Development,22,3,Technical Degree,1237,4,Female,3,4,Healthcare Representative,4,3000.0,1,No,11,3,3,3,16,1,1,2,6,6,13,Married,Y,80,1
31,No,Travel_Frequently,1117,Human Resources,16,3,Human Resources,1238,1,Female,4,1,Research Director,3,3980.0,2,Yes,12,4,1,3,14,2,3,3,3,15,0,Divorced,Y,80,1
18,Yes,Travel_Rarely,603,Sales,13,1,Technical Degree,1239,1,Female,3,1,Human Resources,3,1760.0,6,Yes,23,3,2,3,24,6,2,5,11,8,6,Divorced,Y,80,1
51,No,Travel_Frequently,258,Human Resources,19,1,Technical Degree,1240,4,Male,4,5,Research Director,1,3620.0,1,No,13,3,4,2,33,5,2,6,10,8,9,Married,Y,80,1
57,No,Travel_Rarely,742,Research & Development,21,2,Life Sciences,1241,2,Female,4,4,Research Scientist,2,1410.0,4,Yes,18,3,1,3,39,6,3,10,7,13,9,Married,Y,80,1
47,No,Travel_Rarely,1368,Research & Development,16,2,Technical Degree,1242,4,Male,1,3,Research Scientist,4,2490.0,6,No,20,3,4,2,29,6,1,5,0,1,12,Divorced,Y,80,1
57,No,Travel_Frequently,1422,Research & Development,18,3,Marketing,1243,1,Male,3,4,Laboratory Technician,3,4070.0,8,No,13,3,1,0,39,4,2,5,12,2,1,Single,Y,80,1
23,Yes,Travel_Rarely,787,Research & Development,14,3,Other,1244,2,Female,1,5,Sales Representative,2,5570.0,8,Yes,18,4,4,1,5,3,2,1,10,4,17,Married,Y,80,1
27,No,Travel_Rarely,122,Human Resources,19,2,Technical Degree,1245,3,Male,4,2,Human Resources,1,770.0,2,No,13,4,3,1,17,5,4,14,0,15,5,Married,Y,80,1
50,No,Travel_Frequently,1056,Research & Development,8,3,Human Resources,1246,2,Female,1,1,Human Resources,3,5200.0,9,No,18,4,3,0,32,3,2,14,12,7,0,Divorced,Y,80,1
31,No,Non-Travel,370,Sales,22,5,Other,1247,2,Female,4,4,Sales Representative,3,3710.0,3,No,15,3,4,3,13,5,4,1,5,10,3,Single,Y,80,1
29,No,Travel_Frequently,913,Research & Development,12,1,Life Sciences,1248,3,Female,4,4,Healthcare Representative,3,3120.0,6,Yes,24,3,1,1,14,6,3,16,15,10,4,Single,Y,80,1
24,Yes,Non-Travel,861,Research & Development,11,1,Marketing,1249,4,Female,4,4,Laboratory Technician,1,1860.0,1,No,18,3,4,1,8,0,2,1,1,10,9,Married,Y,80,1
22,No,Travel_Frequently,539,Human Resources,5,5,Marketing,1250,4,Male,3,4,Sales Executive,3,2640.0,0,No,17,3,1,2,4,4,4,20,11,5,12,Divorced,Y,80,1
40,Yes,Travel_Frequently,450,Research & Development,16,2,Other,1251,1,Male,4,1,Research Director,3,2600.0,0,No,16,3,2,0,30,5,2,10,3,4,12,Married,Y,80,1
55,No,Travel_Rarely,1104,Research & Development,28,2,Life Sciences,1252,2,Female,2,1,Sales Representative,3,2030.0,4,No,12,3,3,0,37,6,2,5,7,10,16,Divorced,Y,80,1
44,No,Non-Travel,113,Sales,19,5,Technical Degree,1253,1,Female,3,1,Sales Executive,1,2960.0,6,No,23,3,2,0,26,3,2,19,12,8,0,Divorced,Y,80,1
30,No,Travel_Rarely,1089,Research & Development,6,5,Medical,1254,1,Female,1,5,Healthcare Representative,1,1630.0,6,No,19,4,1,2,12,4,2,13,1,2,5,Single,Y,80,1
22,Yes,Travel_Rarely,147,Human Resources,9,3,Human Resources,1255,3,Female,4,1,Research Director,1,2830.0,5,Yes,17,3,2,1,7,3,1,15,14,3,16,Married,Y,80,1
21,No,Travel_Rarely,251,Sales,2,4,Technical Degree,1256,4,Female,4,3,Sales Representative,4,4580.0,4,No,19,3,3,2,39,1,4,2,2,13,0,Single,Y,80,1
27,No,Travel_Rarely,1048,Research & Development,5,2,Human Resources,1257,1,Male,1,5,Healthcare Representative,1,2590.0,4,Yes,16,3,2,0,9,4,3,10,7,3,0,Married,Y,80,1
46,Yes,Travel_Rarely,658,Research & Development,11,2,Human Resources,1258,2,Female,1,1,Research Scientist,4,3110.0,1,No,19,3,3,2,36,4,4,19,2,6,6,Single,Y,80,1
30,No,Travel_Rarely,739,Research & Development,24,2,Technical Degree,1259,2,Female,3,4,Laboratory Technician,2,4210.0,5,No,25,3,3,1,25,2,1,9,7,0,13,Married,Y,80,1
37,No,Travel_Rarely,437,Research & Development,22,5,Technical Degree,1260,1,Male,1,2,Manager,3,3580.0,6,No,21,3,2,2,19,4,3,6,9,3,7,Divorced,Y,80,1
43,No,Travel_Rarely,1186,Research & Development,21,2,Marketing,1261,4,Female,1,3,Research Director,4,2260.0,6,Yes,12,4,1,2,30,5,3,19,2,15,6,Single,Y,80,1
56,No,Travel_Rarely,558,Research & Development,16,2,Life Sciences,1262,2,Male,3,5,Human Resources,4,4380.0,7,No,14,3,1,1,38,5,2,7,1,11,17,Married,Y,80,1
29,Yes,Travel_Rarely,508,Research & Development,8,3,Human Resources,1263,3,Female,2,3,Human Resources,1,3550.0,7,Yes,14,3,3,2,11,6,4,18,8,9,17,Single,Y,80,1
35,No,Travel_Frequently,394,Research & Development,2,5,Technical Degree,1264,2,Female,3,5,Research Scientist,2,9750.0,0,No,19,4,2,0,40,3,3,16,4,10,11,Divorced,Y,80,1
46,No,Travel_Rarely,111,Human Resources,21,5,Marketing,1265,1,Female,3,5,Research Scientist,2,3030.0,8,No,11,3,4,0,39,2,1,20,3,6,11,Single,Y,80,1
45,No,Travel_Rarely,851,Research & Development,1,3,Other,1266,2,Female,2,4,Human Resources,2,2710.0,7,No,18,3,2,3,38,2,1,4,11,0,7,Married,Y,80,1
52,No,Travel_Frequently,1208,Research & Development,26,4,Life Sciences,1267,2,Male,4,3,Laboratory Technician,4,2920.0,4,No,22,3,4,2,34,6,1,2,12,5,9,Divorced,Y,80,1
22,No,Travel_Rarely,429,Sales,9,5,Technical Degree,1268,3,Female,3,4,Research Director,2,3830.0,1,No,24,3,2,3,10,4,4,9,9,1,15,Married,Y,80,1
19,Yes,Travel_Frequently,1488,Sales,8,3,Other,1269,4,Male,1,1,Laboratory Technician,4,3160.0,8,No,19,3,4,1,9,2,2,19,13,0,15,Married,Y,80,1
25,No,Travel_Rarely,1018,Human Resources,20,1,Medical,1270,4,Female,2,4,Manufacturing Director,3,2540.0,0,Yes,25,3,3,2,7,4,1,1,3,1,6,Divorced,Y,80,1
50,No,Travel_Rarely,964,Research & Development,17,3,Marketing,1271,4,Male,3,2,Research Scientist,1,2530.0,6,Yes,24,3,1,3,32,4,2,3,14,7,11,Divorced,Y,80,1
33,No,Travel_Rarely,456,Sales,13,1,Marketing,1272,1,Female,1,4,Research Scientist,4,4960.0,3,No,19,3,1,2,15,6,1,16,5,13,13,Single,Y,80,1
40,Yes,Travel_Rarely,1464,Sales,13,4,Human Resources,1273,3,Male,1,3,Sales Representative,3,2610.0,2,No,16,3,4,3,22,2,3,16,7,15,14,Single,Y,80,1
33,No,Travel_Frequently,313,Research & Development,18,3,Human Resources,1274,1,Male,1,3,Sales Executive,2,3420.0,4,Yes,16,3,1,1,24,6,3,13,8,0,0,Divorced,Y,80,1
24,No,Non-Travel,500,Research & Development,20,5,Marketing,1275,1,Female,1,4,Manufacturing Director,4,9700.0,6,No,11,4,3,3,21,3,2,7,6,8,14,Single,Y,80,1
40,No,Travel_Rarely,476,Research & Development,7,5,Other,1276,4,Male,2,3,Human Resources,2,2600.0,6,No,16,3,1,3,22,2,3,19,0,3,1,Divorced,Y,80,1
48,No,Travel_Rarely,1103,Human Resources,7,1,Technical Degree,1277,2,Female,4,2,Manager,4,3520.0,8,No,19,3,3,2,30,0,1,14,7,4,7,Married,Y,80,1
33,No,Travel_Frequently,1374,Sales,9,3,Life Sciences,1278,1,Female,1,1,Research Director,3,2290.0,8,Yes,21,3,4,3,34,5,2,15,8,11,9,Single,Y,80,1
52,Yes,Non-Travel,711,Sales,13,4,Other,1279,1,Male,1,1,Sales Representative,2,4460.0,1,No,25,3,2,1,34,4,2,5,12,15,14,Married,Y,80,1
52,No,Travel_Rarely,639,Research & Development,5,2,Medical,1280,3,Female,4,3,Research Scientist,3,1650.0,5,No,11,4,1,3,34,5,1,19,6,15,15,Divorced,Y,80,1
19,No,Non-Travel,910,Sales,27,3,Technical Degree,1281,4,Male,2,3,Manager,2,1390.0,0,Yes,22,3,4,0,31,1,2,8,15,9,12,Married,Y,80,1
44,No,Travel_Rarely,1240,Research & Development,19,3,Medical,1282,2,Female,4,1,Sales Executive,1,3210.0,7,No,12,3,4,0,26,1,1,16,9,14,6,Single,Y,80,1
36,No,Travel_Frequently,796,Research & Development,10,2,Marketing,1283,3,Male,4,2,Laboratory Technician,4,2250.0,0,Yes,25,3,2,1,18,6,3,3,10,10,1,Divorced,Y,80,1
55,No,Travel_Rarely,625,Research & Development,10,4,Human Resources,1284,2,Male,1,4,Sales Representative,1,2020.0,3,No,15,3,1,0,37,5,3,2,6,10,17,Single,Y,80,1
21,No,Travel_Rarely,1022,Research & Development,15,3,Technical Degree,1285,4,Female,1,1,Sales Executive,2,3440.0,4,No,22,3,4,0,34,5,1,5,4,9,17,Married,Y,80,1
59,No,Travel_Rarely,1179,Research & Development,19,2,Medical,1286,3,Female,3,1,Sales Executive,1,1500.0,3,No,17,3,1,2,41,1,4,9,8,11,1,Single,Y,80,1
60,No,Travel_Rarely,474,Research & Development,29,2,Human Resources,1287,3,Male,4,1,Sales Executive,2,7550.0,0,Yes,12,3,4,3,42,5,1,3,2,10,5,Single,Y,80,1
43,No,Travel_Rarely,1346,Research & Development,20,2,Technical Degree,1288,2,Male,1,3,Healthcare Representative,1,2850.0,4,No,22,3,1,0,25,1,4,8,12,11,11,Single,Y,80,1
20,No,Travel_Rarely,1298,Human Resources,28,4,Life Sciences,1289,2,Male,2,3,Human Resources,3,2590.0,5,No,11,3,4,2,13,4,2,9,7,12,0,Married,Y,80,1
